chr,position,score,mac,maf,gve
1,11587437,2.9382098,8,0.04519774,N/A
1,18302457,2.9382098,8,0.04519774,N/A
1,18567391,2.9382098,8,0.04519774,N/A
1,22418059,2.9382098,8,0.04519774,N/A
1,23601618,2.9382098,8,0.04519774,N/A
1,23658458,2.9382098,8,0.04519774,N/A
1,23771322,2.9382098,8,0.04519774,N/A
1,27167614,2.9382098,8,0.04519774,N/A
2,1937450,2.9382098,8,0.04519774,N/A
2,17296033,2.9382098,8,0.04519774,N/A
2,18951095,2.9382098,8,0.04519774,N/A
3,1027022,2.9382098,8,0.04519774,N/A
3,1453265,2.9382098,8,0.04519774,N/A
3,2119672,2.9382098,8,0.04519774,N/A
3,2146425,2.9382098,8,0.04519774,N/A
3,2154625,2.9382098,8,0.04519774,N/A
3,3665153,2.9382098,8,0.04519774,N/A
3,6923414,2.9382098,8,0.04519774,N/A
3,7173131,2.9382098,8,0.04519774,N/A
3,19277540,2.9382098,8,0.04519774,N/A
3,19506254,2.9382098,8,0.04519774,N/A
3,23208075,2.9382098,8,0.04519774,N/A
3,23338956,2.9382098,8,0.04519774,N/A
4,6372636,2.9382098,8,0.04519774,N/A
4,6418067,2.9382098,8,0.04519774,N/A
4,6437461,2.9382098,8,0.04519774,N/A
4,6453109,2.9382098,8,0.04519774,N/A
4,6502809,2.9382098,8,0.04519774,N/A
4,7659726,2.9382098,8,0.04519774,N/A
4,7669040,2.9382098,8,0.04519774,N/A
4,7676615,2.9382098,8,0.04519774,N/A
4,7771025,2.9382098,8,0.04519774,N/A
4,10886355,2.9382098,8,0.04519774,N/A
4,10887228,2.9382098,8,0.04519774,N/A
4,11561583,2.9382098,8,0.04519774,N/A
4,11563062,2.9382098,8,0.04519774,N/A
4,11576730,2.9382098,8,0.04519774,N/A
4,16236394,2.9382098,8,0.04519774,N/A
5,3662072,2.9382098,8,0.04519774,N/A
5,14678559,2.9382098,8,0.04519774,N/A
5,17394585,2.9382098,8,0.04519774,N/A
5,21062194,2.9382098,8,0.04519774,N/A
1,26356581,2.9281652,77,0.43502825,N/A
4,13259196,2.9281652,77,0.43502825,N/A
4,13261360,2.9281652,77,0.43502825,N/A
5,17511171,2.9281652,77,0.43502825,N/A
1,1917375,2.9275649,42,0.23728813,N/A
1,13013317,2.9275649,42,0.23728813,N/A
1,18168749,2.9275649,42,0.23728813,N/A
2,8091382,2.9275649,42,0.23728813,N/A
3,653636,2.9275649,42,0.23728813,N/A
3,7384837,2.9275649,42,0.23728813,N/A
4,2213572,2.9275649,42,0.23728813,N/A
4,6512647,2.9275649,42,0.23728813,N/A
4,13489632,2.9275649,42,0.23728813,N/A
5,7693233,2.9275649,42,0.23728813,N/A
5,7714164,2.9275649,42,0.23728813,N/A
3,8887315,2.9243906,65,0.36723164,N/A
5,25509969,2.9243906,65,0.36723164,N/A
1,1089705,2.9242897,38,0.21468927,N/A
1,18118156,2.9242897,38,0.21468927,N/A
2,8188363,2.9242897,38,0.21468927,N/A
3,10183539,2.9242897,38,0.21468927,N/A
3,21186783,2.9242897,38,0.21468927,N/A
4,13341576,2.9242897,38,0.21468927,N/A
1,292671,2.9161654,88,0.49717513,N/A
1,11449530,2.9161654,88,0.49717513,N/A
1,26692480,2.9161654,88,0.49717513,N/A
3,18227250,2.913999,71,0.40112993,N/A
3,18227714,2.913999,71,0.40112993,N/A
3,18230297,2.913999,71,0.40112993,N/A
3,22347172,2.913999,71,0.40112993,N/A
5,5719305,2.913999,71,0.40112993,N/A
5,25513365,2.913999,71,0.40112993,N/A
1,594258,2.9097393,64,0.36158192,N/A
1,4836372,2.9097393,64,0.36158192,N/A
1,17784247,2.9097393,64,0.36158192,N/A
3,17875236,2.9097393,64,0.36158192,N/A
3,18624561,2.9097393,64,0.36158192,N/A
5,1601371,2.9097393,64,0.36158192,N/A
1,18112224,2.8936994,55,0.31073445,N/A
2,10634234,2.8936994,55,0.31073445,N/A
3,5440620,2.8936994,55,0.31073445,N/A
3,11301075,2.8936994,55,0.31073445,N/A
4,2028229,2.8936994,55,0.31073445,N/A
5,798676,2.8936994,55,0.31073445,N/A
1,9477062,2.8828094,84,0.47457626,N/A
3,2232751,2.8828094,84,0.47457626,N/A
4,10585108,2.8828094,84,0.47457626,N/A
5,20507453,2.8828094,84,0.47457626,N/A
1,901328,2.877452,69,0.3898305,N/A
1,5887057,2.877452,69,0.3898305,N/A
1,6980850,2.877452,69,0.3898305,N/A
1,23165173,2.877452,69,0.3898305,N/A
2,7415437,2.877452,69,0.3898305,N/A
3,12272016,2.877452,69,0.3898305,N/A
3,15970897,2.877452,69,0.3898305,N/A
3,15976751,2.877452,69,0.3898305,N/A
3,18623703,2.877452,69,0.3898305,N/A
3,21430541,2.877452,69,0.3898305,N/A
1,9822191,2.875549,36,0.20338982,N/A
3,20633150,2.875549,36,0.20338982,N/A
3,20633236,2.875549,36,0.20338982,N/A
3,2881456,2.8733444,44,0.24858756,N/A
1,5763685,2.868429,20,0.11299435,N/A
1,7093115,2.868429,20,0.11299435,N/A
1,10539607,2.868429,20,0.11299435,N/A
1,10541648,2.868429,20,0.11299435,N/A
1,11819431,2.868429,20,0.11299435,N/A
1,21504895,2.868429,20,0.11299435,N/A
1,23160394,2.868429,20,0.11299435,N/A
1,29261655,2.868429,20,0.11299435,N/A
2,2235155,2.868429,20,0.11299435,N/A
2,7707454,2.868429,20,0.11299435,N/A
2,8026158,2.868429,20,0.11299435,N/A
2,12542961,2.868429,20,0.11299435,N/A
2,16367331,2.868429,20,0.11299435,N/A
2,16748568,2.868429,20,0.11299435,N/A
2,16749294,2.868429,20,0.11299435,N/A
2,16750157,2.868429,20,0.11299435,N/A
3,2700805,2.868429,20,0.11299435,N/A
3,8729126,2.868429,20,0.11299435,N/A
3,18268020,2.868429,20,0.11299435,N/A
3,19171473,2.868429,20,0.11299435,N/A
3,20833997,2.868429,20,0.11299435,N/A
4,5629198,2.868429,20,0.11299435,N/A
5,3356495,2.868429,20,0.11299435,N/A
5,7504506,2.868429,20,0.11299435,N/A
5,7738620,2.868429,20,0.11299435,N/A
5,7738651,2.868429,20,0.11299435,N/A
5,9081830,2.868429,20,0.11299435,N/A
5,12658775,2.868429,20,0.11299435,N/A
5,19012568,2.868429,20,0.11299435,N/A
5,24221476,2.868429,20,0.11299435,N/A
3,647521,2.867515,58,0.32768363,N/A
3,10479220,2.867515,58,0.32768363,N/A
5,5679820,2.867515,58,0.32768363,N/A
5,14009464,2.867515,58,0.32768363,N/A
5,25517430,2.867515,58,0.32768363,N/A
1,11869177,2.865066,79,0.4463277,N/A
1,12493162,2.865066,79,0.4463277,N/A
1,17447885,2.865066,79,0.4463277,N/A
2,13516938,2.865066,79,0.4463277,N/A
2,16673307,2.865066,79,0.4463277,N/A
2,18882167,2.865066,79,0.4463277,N/A
3,12298865,2.865066,79,0.4463277,N/A
4,6765230,2.865066,79,0.4463277,N/A
4,10584498,2.865066,79,0.4463277,N/A
3,15949364,2.8630397,74,0.4180791,N/A
5,2376417,2.8630397,74,0.4180791,N/A
5,18624518,2.8630397,74,0.4180791,N/A
5,24739811,2.8630397,74,0.4180791,N/A
5,24759984,2.8630397,74,0.4180791,N/A
5,24760546,2.8630397,74,0.4180791,N/A
1,26765150,2.860034,82,0.46327683,N/A
1,26765772,2.860034,82,0.46327683,N/A
1,29173056,2.860034,82,0.46327683,N/A
3,7476608,2.860034,82,0.46327683,N/A
5,7365075,2.860034,82,0.46327683,N/A
5,9393525,2.860034,82,0.46327683,N/A
1,568429,2.852003,27,0.15254237,N/A
1,934326,2.852003,27,0.15254237,N/A
1,935836,2.852003,27,0.15254237,N/A
1,940912,2.852003,27,0.15254237,N/A
1,949794,2.852003,27,0.15254237,N/A
1,5066186,2.852003,27,0.15254237,N/A
1,6885149,2.852003,27,0.15254237,N/A
1,8759962,2.852003,27,0.15254237,N/A
1,11815725,2.852003,27,0.15254237,N/A
1,18108777,2.852003,27,0.15254237,N/A
1,18110180,2.852003,27,0.15254237,N/A
1,19484870,2.852003,27,0.15254237,N/A
1,22784606,2.852003,27,0.15254237,N/A
1,26559000,2.852003,27,0.15254237,N/A
2,163084,2.852003,27,0.15254237,N/A
2,1046877,2.852003,27,0.15254237,N/A
2,7425292,2.852003,27,0.15254237,N/A
2,8140639,2.852003,27,0.15254237,N/A
2,8144073,2.852003,27,0.15254237,N/A
2,8144276,2.852003,27,0.15254237,N/A
2,8144509,2.852003,27,0.15254237,N/A
2,8144881,2.852003,27,0.15254237,N/A
2,8617591,2.852003,27,0.15254237,N/A
2,11422902,2.852003,27,0.15254237,N/A
2,16414082,2.852003,27,0.15254237,N/A
3,641304,2.852003,27,0.15254237,N/A
3,1506500,2.852003,27,0.15254237,N/A
3,4114208,2.852003,27,0.15254237,N/A
3,12265761,2.852003,27,0.15254237,N/A
3,18002472,2.852003,27,0.15254237,N/A
3,18506112,2.852003,27,0.15254237,N/A
3,20788947,2.852003,27,0.15254237,N/A
3,21092870,2.852003,27,0.15254237,N/A
3,22095613,2.852003,27,0.15254237,N/A
4,1781849,2.852003,27,0.15254237,N/A
4,1970736,2.852003,27,0.15254237,N/A
4,1971777,2.852003,27,0.15254237,N/A
4,5838354,2.852003,27,0.15254237,N/A
4,13412960,2.852003,27,0.15254237,N/A
4,16367531,2.852003,27,0.15254237,N/A
4,18031192,2.852003,27,0.15254237,N/A
4,18031407,2.852003,27,0.15254237,N/A
5,4619588,2.852003,27,0.15254237,N/A
5,7729237,2.852003,27,0.15254237,N/A
5,9577325,2.852003,27,0.15254237,N/A
5,17121366,2.852003,27,0.15254237,N/A
5,23871657,2.852003,27,0.15254237,N/A
5,25971571,2.852003,27,0.15254237,N/A
3,8270505,2.847784,51,0.2881356,N/A
3,8272705,2.847784,51,0.2881356,N/A
3,9153879,2.847784,51,0.2881356,N/A
4,12670882,2.847784,51,0.2881356,N/A
5,25513329,2.847784,51,0.2881356,N/A
1,704212,2.8369696,51,0.2881356,N/A
1,24048816,2.8369696,51,0.2881356,N/A
2,8092715,2.8369696,51,0.2881356,N/A
2,10722064,2.8369696,51,0.2881356,N/A
3,10183552,2.8369696,51,0.2881356,N/A
3,11302709,2.8369696,51,0.2881356,N/A
4,161528,2.8369696,51,0.2881356,N/A
4,8852847,2.8369696,51,0.2881356,N/A
5,18873842,2.8369696,51,0.2881356,N/A
5,23806945,2.8369696,51,0.2881356,N/A
1,271416,2.8278017,64,0.36158192,N/A
1,291602,2.8278017,64,0.36158192,N/A
1,26199040,2.8278017,64,0.36158192,N/A
3,8275186,2.8278017,64,0.36158192,N/A
3,8275273,2.8278017,64,0.36158192,N/A
4,13261608,2.8278017,64,0.36158192,N/A
1,139832,2.8268785,60,0.33898306,N/A
1,5882876,2.8268785,60,0.33898306,N/A
1,17031693,2.8268785,60,0.33898306,N/A
1,22374851,2.8268785,60,0.33898306,N/A
1,22897914,2.8268785,60,0.33898306,N/A
1,23167279,2.8268785,60,0.33898306,N/A
2,1443851,2.8268785,60,0.33898306,N/A
2,13517533,2.8268785,60,0.33898306,N/A
2,18900262,2.8268785,60,0.33898306,N/A
5,5833550,2.8268785,60,0.33898306,N/A
5,8660761,2.8268785,60,0.33898306,N/A
5,9444687,2.8268785,60,0.33898306,N/A
5,16093547,2.8268785,60,0.33898306,N/A
1,27907606,2.8263001,76,0.42937854,N/A
1,29644802,2.8263001,76,0.42937854,N/A
3,16265854,2.8263001,76,0.42937854,N/A
5,20946338,2.8263001,76,0.42937854,N/A
1,4334602,2.8150806,70,0.39548022,N/A
1,7327791,2.8150806,70,0.39548022,N/A
3,9523936,2.8150806,70,0.39548022,N/A
3,18231627,2.8150806,70,0.39548022,N/A
1,275504,2.8086367,87,0.4915254,N/A
1,6810000,2.8086367,87,0.4915254,N/A
1,17387272,2.8086367,87,0.4915254,N/A
1,26692555,2.8086367,87,0.4915254,N/A
4,7225652,2.8086367,87,0.4915254,N/A
1,1493521,2.7945347,17,0.096045196,N/A
1,1585637,2.7945347,17,0.096045196,N/A
1,1594750,2.7945347,17,0.096045196,N/A
1,5052012,2.7945347,17,0.096045196,N/A
1,18274317,2.7945347,17,0.096045196,N/A
1,20758148,2.7945347,17,0.096045196,N/A
1,20837401,2.7945347,17,0.096045196,N/A
1,20852920,2.7945347,17,0.096045196,N/A
1,23866517,2.7945347,17,0.096045196,N/A
2,1055947,2.7945347,17,0.096045196,N/A
2,11282155,2.7945347,17,0.096045196,N/A
2,14531746,2.7945347,17,0.096045196,N/A
2,15302129,2.7945347,17,0.096045196,N/A
2,16392112,2.7945347,17,0.096045196,N/A
2,17717762,2.7945347,17,0.096045196,N/A
3,3082104,2.7945347,17,0.096045196,N/A
3,3083130,2.7945347,17,0.096045196,N/A
3,3083414,2.7945347,17,0.096045196,N/A
3,3083518,2.7945347,17,0.096045196,N/A
3,7768212,2.7945347,17,0.096045196,N/A
3,8257828,2.7945347,17,0.096045196,N/A
3,16378968,2.7945347,17,0.096045196,N/A
3,18182976,2.7945347,17,0.096045196,N/A
3,18190985,2.7945347,17,0.096045196,N/A
3,18297751,2.7945347,17,0.096045196,N/A
3,18325691,2.7945347,17,0.096045196,N/A
3,18348503,2.7945347,17,0.096045196,N/A
3,18912076,2.7945347,17,0.096045196,N/A
3,20659249,2.7945347,17,0.096045196,N/A
4,5655634,2.7945347,17,0.096045196,N/A
4,5670990,2.7945347,17,0.096045196,N/A
4,6015827,2.7945347,17,0.096045196,N/A
4,6475085,2.7945347,17,0.096045196,N/A
4,12052312,2.7945347,17,0.096045196,N/A
4,13227755,2.7945347,17,0.096045196,N/A
4,16985892,2.7945347,17,0.096045196,N/A
4,17801063,2.7945347,17,0.096045196,N/A
5,767066,2.7945347,17,0.096045196,N/A
5,2727720,2.7945347,17,0.096045196,N/A
5,3225648,2.7945347,17,0.096045196,N/A
5,7517013,2.7945347,17,0.096045196,N/A
5,18682655,2.7945347,17,0.096045196,N/A
5,20808641,2.7945347,17,0.096045196,N/A
5,23281628,2.7945347,17,0.096045196,N/A
1,538503,2.792879,47,0.26553673,N/A
1,539658,2.792879,47,0.26553673,N/A
1,596257,2.792879,47,0.26553673,N/A
1,864827,2.792879,47,0.26553673,N/A
1,22088232,2.792879,47,0.26553673,N/A
1,22324862,2.792879,47,0.26553673,N/A
2,7453700,2.792879,47,0.26553673,N/A
2,11500949,2.792879,47,0.26553673,N/A
2,16155096,2.792879,47,0.26553673,N/A
3,7385387,2.792879,47,0.26553673,N/A
3,17607243,2.792879,47,0.26553673,N/A
4,10450253,2.792879,47,0.26553673,N/A
5,6562528,2.792879,47,0.26553673,N/A
5,7691644,2.792879,47,0.26553673,N/A
5,7694175,2.792879,47,0.26553673,N/A
5,14236402,2.792879,47,0.26553673,N/A
5,14237684,2.792879,47,0.26553673,N/A
1,13020616,2.7915316,35,0.19774011,N/A
2,1191255,2.7915316,35,0.19774011,N/A
2,7285844,2.7915316,35,0.19774011,N/A
1,266943,2.7864199,31,0.17514125,N/A
1,13528186,2.7864199,31,0.17514125,N/A
1,23010329,2.7864199,31,0.17514125,N/A
1,26245411,2.7864199,31,0.17514125,N/A
1,27552049,2.7864199,31,0.17514125,N/A
2,5632499,2.7864199,31,0.17514125,N/A
2,8614457,2.7864199,31,0.17514125,N/A
3,18179035,2.7864199,31,0.17514125,N/A
4,8878605,2.7864199,31,0.17514125,N/A
4,12033914,2.7864199,31,0.17514125,N/A
4,13490065,2.7864199,31,0.17514125,N/A
4,13491572,2.7864199,31,0.17514125,N/A
5,1417317,2.7864199,31,0.17514125,N/A
5,7563094,2.7864199,31,0.17514125,N/A
1,5955434,2.7853951,43,0.24293785,N/A
2,2596910,2.7853951,43,0.24293785,N/A
4,6205254,2.7853951,43,0.24293785,N/A
1,1914925,2.7842298,11,0.06214689,N/A
1,3874409,2.7842298,11,0.06214689,N/A
1,5826934,2.7842298,11,0.06214689,N/A
1,5830214,2.7842298,11,0.06214689,N/A
1,5830340,2.7842298,11,0.06214689,N/A
1,5832924,2.7842298,11,0.06214689,N/A
1,10345472,2.7842298,11,0.06214689,N/A
1,12911773,2.7842298,11,0.06214689,N/A
1,18109783,2.7842298,11,0.06214689,N/A
1,20103925,2.7842298,11,0.06214689,N/A
1,20820117,2.7842298,11,0.06214689,N/A
1,25436005,2.7842298,11,0.06214689,N/A
1,25437160,2.7842298,11,0.06214689,N/A
2,1134180,2.7842298,11,0.06214689,N/A
2,1153245,2.7842298,11,0.06214689,N/A
2,1158476,2.7842298,11,0.06214689,N/A
2,1646045,2.7842298,11,0.06214689,N/A
2,1871688,2.7842298,11,0.06214689,N/A
2,2273094,2.7842298,11,0.06214689,N/A
2,6907120,2.7842298,11,0.06214689,N/A
2,10409362,2.7842298,11,0.06214689,N/A
2,15950152,2.7842298,11,0.06214689,N/A
2,17102723,2.7842298,11,0.06214689,N/A
2,17695105,2.7842298,11,0.06214689,N/A
2,17699726,2.7842298,11,0.06214689,N/A
2,17705822,2.7842298,11,0.06214689,N/A
2,17708427,2.7842298,11,0.06214689,N/A
2,18879316,2.7842298,11,0.06214689,N/A
2,19600923,2.7842298,11,0.06214689,N/A
3,2181667,2.7842298,11,0.06214689,N/A
3,2807817,2.7842298,11,0.06214689,N/A
3,3073228,2.7842298,11,0.06214689,N/A
3,4502808,2.7842298,11,0.06214689,N/A
3,5233946,2.7842298,11,0.06214689,N/A
3,8206631,2.7842298,11,0.06214689,N/A
3,10240281,2.7842298,11,0.06214689,N/A
3,10242452,2.7842298,11,0.06214689,N/A
3,15025145,2.7842298,11,0.06214689,N/A
3,17871797,2.7842298,11,0.06214689,N/A
3,17874438,2.7842298,11,0.06214689,N/A
3,18007584,2.7842298,11,0.06214689,N/A
3,18071855,2.7842298,11,0.06214689,N/A
3,23045454,2.7842298,11,0.06214689,N/A
4,750917,2.7842298,11,0.06214689,N/A
5,3915705,2.7842298,11,0.06214689,N/A
5,3923315,2.7842298,11,0.06214689,N/A
5,8285674,2.7842298,11,0.06214689,N/A
5,9129283,2.7842298,11,0.06214689,N/A
5,10147382,2.7842298,11,0.06214689,N/A
5,10656859,2.7842298,11,0.06214689,N/A
5,14233900,2.7842298,11,0.06214689,N/A
5,17513981,2.7842298,11,0.06214689,N/A
5,19517710,2.7842298,11,0.06214689,N/A
5,20508042,2.7842298,11,0.06214689,N/A
5,24477343,2.7842298,11,0.06214689,N/A
5,24478421,2.7842298,11,0.06214689,N/A
5,25811393,2.7842298,11,0.06214689,N/A
5,25863867,2.7842298,11,0.06214689,N/A
5,25870662,2.7842298,11,0.06214689,N/A
5,26898121,2.7842298,11,0.06214689,N/A
5,26900828,2.7842298,11,0.06214689,N/A
3,8949172,2.7818801,65,0.36723164,N/A
5,1602664,2.7818801,65,0.36723164,N/A
1,18547058,2.7743297,57,0.3220339,N/A
2,1191553,2.7743297,57,0.3220339,N/A
2,10723574,2.7743297,57,0.3220339,N/A
3,22821559,2.7743297,57,0.3220339,N/A
5,9398190,2.7743297,57,0.3220339,N/A
5,14006178,2.7743297,57,0.3220339,N/A
1,17388381,2.7727985,85,0.48022598,N/A
1,26764235,2.7727985,85,0.48022598,N/A
2,7275177,2.7727985,85,0.48022598,N/A
3,15872129,2.7727985,85,0.48022598,N/A
3,15958705,2.7727985,85,0.48022598,N/A
5,10208587,2.7727985,85,0.48022598,N/A
1,703755,2.7628362,43,0.24293785,N/A
1,882124,2.7628362,43,0.24293785,N/A
1,4385561,2.7628362,43,0.24293785,N/A
1,4386159,2.7628362,43,0.24293785,N/A
1,11462907,2.7628362,43,0.24293785,N/A
1,17331601,2.7628362,43,0.24293785,N/A
1,17827431,2.7628362,43,0.24293785,N/A
1,19415378,2.7628362,43,0.24293785,N/A
1,26752447,2.7628362,43,0.24293785,N/A
3,5342972,2.7628362,43,0.24293785,N/A
3,10185408,2.7628362,43,0.24293785,N/A
3,11200414,2.7628362,43,0.24293785,N/A
3,15879678,2.7628362,43,0.24293785,N/A
3,23243609,2.7628362,43,0.24293785,N/A
4,11214948,2.7628362,43,0.24293785,N/A
5,5718873,2.7628362,43,0.24293785,N/A
5,7710474,2.7628362,43,0.24293785,N/A
5,7715060,2.7628362,43,0.24293785,N/A
5,7716764,2.7628362,43,0.24293785,N/A
5,9508440,2.7628362,43,0.24293785,N/A
5,21146964,2.7628362,43,0.24293785,N/A
1,163766,2.757837,14,0.07909604,N/A
1,165625,2.757837,14,0.07909604,N/A
1,1588616,2.757837,14,0.07909604,N/A
1,3053618,2.757837,14,0.07909604,N/A
1,7280254,2.757837,14,0.07909604,N/A
1,10919484,2.757837,14,0.07909604,N/A
1,10946318,2.757837,14,0.07909604,N/A
1,11452804,2.757837,14,0.07909604,N/A
1,11926417,2.757837,14,0.07909604,N/A
1,13415444,2.757837,14,0.07909604,N/A
1,17328182,2.757837,14,0.07909604,N/A
1,21687166,2.757837,14,0.07909604,N/A
1,23868751,2.757837,14,0.07909604,N/A
1,23869098,2.757837,14,0.07909604,N/A
1,23869590,2.757837,14,0.07909604,N/A
1,25433664,2.757837,14,0.07909604,N/A
1,27675128,2.757837,14,0.07909604,N/A
2,88462,2.757837,14,0.07909604,N/A
2,689645,2.757837,14,0.07909604,N/A
2,960466,2.757837,14,0.07909604,N/A
2,7393118,2.757837,14,0.07909604,N/A
2,13946686,2.757837,14,0.07909604,N/A
2,18788552,2.757837,14,0.07909604,N/A
3,2055958,2.757837,14,0.07909604,N/A
3,2806319,2.757837,14,0.07909604,N/A
3,3681441,2.757837,14,0.07909604,N/A
3,6101118,2.757837,14,0.07909604,N/A
3,8550978,2.757837,14,0.07909604,N/A
3,10622501,2.757837,14,0.07909604,N/A
3,21427556,2.757837,14,0.07909604,N/A
4,1046738,2.757837,14,0.07909604,N/A
4,2338961,2.757837,14,0.07909604,N/A
4,3799301,2.757837,14,0.07909604,N/A
4,7668595,2.757837,14,0.07909604,N/A
4,16748312,2.757837,14,0.07909604,N/A
4,17777735,2.757837,14,0.07909604,N/A
5,2638910,2.757837,14,0.07909604,N/A
5,8429895,2.757837,14,0.07909604,N/A
5,10386240,2.757837,14,0.07909604,N/A
5,10408956,2.757837,14,0.07909604,N/A
5,16724497,2.757837,14,0.07909604,N/A
5,18849317,2.757837,14,0.07909604,N/A
5,20985567,2.757837,14,0.07909604,N/A
5,23577096,2.757837,14,0.07909604,N/A
5,24391234,2.757837,14,0.07909604,N/A
1,13358936,2.757357,50,0.28248587,N/A
2,14604821,2.757357,50,0.28248587,N/A
5,13672859,2.757357,50,0.28248587,N/A
1,18560858,2.7568548,81,0.45762712,N/A
1,29172906,2.7568548,81,0.45762712,N/A
2,13512862,2.7568548,81,0.45762712,N/A
3,10736094,2.7568548,81,0.45762712,N/A
3,14262033,2.7568548,81,0.45762712,N/A
4,13260707,2.7568548,81,0.45762712,N/A
5,14704810,2.7568548,81,0.45762712,N/A
1,5882892,2.7556,70,0.39548022,N/A
1,22571583,2.7556,70,0.39548022,N/A
3,18623907,2.7556,70,0.39548022,N/A
3,18625453,2.7556,70,0.39548022,N/A
3,18625662,2.7556,70,0.39548022,N/A
4,10185505,2.7556,70,0.39548022,N/A
4,12299644,2.7556,70,0.39548022,N/A
1,135519,2.7551022,35,0.19774011,N/A
1,8384238,2.7551022,35,0.19774011,N/A
2,5668286,2.7551022,35,0.19774011,N/A
2,8190475,2.7551022,35,0.19774011,N/A
2,8190945,2.7551022,35,0.19774011,N/A
2,8191300,2.7551022,35,0.19774011,N/A
2,8192798,2.7551022,35,0.19774011,N/A
2,8196163,2.7551022,35,0.19774011,N/A
2,8196765,2.7551022,35,0.19774011,N/A
2,8197031,2.7551022,35,0.19774011,N/A
2,8197347,2.7551022,35,0.19774011,N/A
3,631907,2.7551022,35,0.19774011,N/A
3,631960,2.7551022,35,0.19774011,N/A
3,4995753,2.7551022,35,0.19774011,N/A
3,6175656,2.7551022,35,0.19774011,N/A
3,9743195,2.7551022,35,0.19774011,N/A
3,12166671,2.7551022,35,0.19774011,N/A
4,1529882,2.7551022,35,0.19774011,N/A
5,3347559,2.7551022,35,0.19774011,N/A
5,14252045,2.7551022,35,0.19774011,N/A
5,14252514,2.7551022,35,0.19774011,N/A
5,15132385,2.7551022,35,0.19774011,N/A
5,15426120,2.7551022,35,0.19774011,N/A
5,17122443,2.7551022,35,0.19774011,N/A
5,17123486,2.7551022,35,0.19774011,N/A
5,20963134,2.7551022,35,0.19774011,N/A
5,23813337,2.7551022,35,0.19774011,N/A
5,23813943,2.7551022,35,0.19774011,N/A
5,24390794,2.7551022,35,0.19774011,N/A
5,24745998,2.7551022,35,0.19774011,N/A
1,5144264,2.754708,56,0.31638417,N/A
1,15916814,2.754708,56,0.31638417,N/A
1,22363756,2.754708,56,0.31638417,N/A
2,16348838,2.754708,56,0.31638417,N/A
5,7344217,2.754708,56,0.31638417,N/A
5,25979658,2.754708,56,0.31638417,N/A
1,11869300,2.7519355,80,0.4519774,N/A
1,15913692,2.7519355,80,0.4519774,N/A
1,29383613,2.7519355,80,0.4519774,N/A
2,8557554,2.7519355,80,0.4519774,N/A
2,10752903,2.7519355,80,0.4519774,N/A
3,16050505,2.7519355,80,0.4519774,N/A
5,283541,2.7519355,80,0.4519774,N/A
5,18083133,2.7519355,80,0.4519774,N/A
5,22708941,2.7519355,80,0.4519774,N/A
1,933606,2.7490788,39,0.22033899,N/A
1,13428246,2.7490788,39,0.22033899,N/A
1,19415079,2.7490788,39,0.22033899,N/A
2,8188662,2.7490788,39,0.22033899,N/A
3,2446258,2.7490788,39,0.22033899,N/A
3,2458942,2.7490788,39,0.22033899,N/A
3,7733621,2.7490788,39,0.22033899,N/A
3,8738769,2.7490788,39,0.22033899,N/A
3,9133571,2.7490788,39,0.22033899,N/A
3,18283217,2.7490788,39,0.22033899,N/A
5,5742874,2.7490788,39,0.22033899,N/A
5,7538460,2.7490788,39,0.22033899,N/A
5,7542842,2.7490788,39,0.22033899,N/A
5,19516015,2.7490788,39,0.22033899,N/A
5,20961097,2.7490788,39,0.22033899,N/A
1,22960986,2.7460198,75,0.42372882,N/A
3,6010823,2.7460198,75,0.42372882,N/A
3,6076480,2.7460198,75,0.42372882,N/A
3,15949457,2.7460198,75,0.42372882,N/A
4,15788280,2.7460198,75,0.42372882,N/A
5,22705378,2.7460198,75,0.42372882,N/A
1,287160,2.7329354,63,0.3559322,N/A
1,18903037,2.7329354,63,0.3559322,N/A
3,8276776,2.7329354,63,0.3559322,N/A
5,14002330,2.7329354,63,0.3559322,N/A
2,10698920,2.7265785,75,0.42372882,N/A
1,876717,2.7221215,24,0.13559322,N/A
1,1238265,2.7221215,24,0.13559322,N/A
1,1588102,2.7221215,24,0.13559322,N/A
1,1588335,2.7221215,24,0.13559322,N/A
1,1588776,2.7221215,24,0.13559322,N/A
1,1589223,2.7221215,24,0.13559322,N/A
1,3723182,2.7221215,24,0.13559322,N/A
1,3837854,2.7221215,24,0.13559322,N/A
1,4419879,2.7221215,24,0.13559322,N/A
1,5763631,2.7221215,24,0.13559322,N/A
1,10698119,2.7221215,24,0.13559322,N/A
1,11811980,2.7221215,24,0.13559322,N/A
1,19488275,2.7221215,24,0.13559322,N/A
1,22963172,2.7221215,24,0.13559322,N/A
1,27212063,2.7221215,24,0.13559322,N/A
1,28252025,2.7221215,24,0.13559322,N/A
2,5663970,2.7221215,24,0.13559322,N/A
2,16630350,2.7221215,24,0.13559322,N/A
3,5269429,2.7221215,24,0.13559322,N/A
3,7088287,2.7221215,24,0.13559322,N/A
3,8466993,2.7221215,24,0.13559322,N/A
3,16311310,2.7221215,24,0.13559322,N/A
3,18171879,2.7221215,24,0.13559322,N/A
3,18377800,2.7221215,24,0.13559322,N/A
3,18799157,2.7221215,24,0.13559322,N/A
3,21388948,2.7221215,24,0.13559322,N/A
3,22092589,2.7221215,24,0.13559322,N/A
