"name","transcript_start","transcript_end","strand","chromosome","short_description","Curator_summary","Locus"
"AT2G33585.1",14223200,14224167,"-","2",NA,NA,"AT2G33585"
"AT2G33590.1",14224268,14226602,"+","2","NAD(P)-binding Rossmann-fold superfamily protein","Encodes a protein with homology to members of the dihydroflavonol-4-reductase (DFR) superfamily. The expression pattern of  AtCRL1 indicates that CRL1 has a role in embryogenesis and seed germination. AtCRL1 is induced by ABA, drought and heat, and is highly expressed in seeds.","AT2G33590"
"AT2G33600.1",14226766,14228711,"+","2","NAD(P)-binding Rossmann-fold superfamily protein","Encodes a protein with homology to  members of the dihydroflavonol-4-reductase (DFR) superfamily. Its expression pattern suggests that AtCRL2 is involved in the synthesis and/or maintenance of vascular tissue.","AT2G33600"
"AT2G33610.1",14228972,14231309,"+","2","switch subunit 3","Homologous to yeast SWI3 & RSC8, components of the SWI/SNF and RSC chromatin remodeling complexes. Interacts with BSH, AtSWI3A, SWI3C and FCA. Expressed ubiquitously.","AT2G33610"
"AT2G33620.1",14234220,14236883,"+","2","AT hook motif DNA-binding family protein",NA,"AT2G33620"
"AT2G33630.1",14236833,14238793,"-","2","NAD(P)-binding Rossmann-fold superfamily protein",NA,"AT2G33630"
"AT2G33640.1",14239213,14242365,"+","2","DHHC-type zinc finger family protein",NA,"AT2G33640"
"AT2G33655.1",14242915,14244569,"-","2","F-box and associated interaction domains-containing protein",NA,"AT2G33655"
"AT2G33670.1",14245030,14247931,"+","2","Seven transmembrane MLO family protein","A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO5 belongs to the clade III, with AtMLO7, AtMLO8, AtMLO9, and AtMLO10. The gene is expressed during seedling growth, in cotyledon vascular system, and in stigma, anther and pollen grains; it was not expressed in rosette leaves, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).","AT2G33670"
"AT2G33680.1",14249608,14251791,"+","2","Tetratricopeptide repeat (TPR)-like superfamily protein",NA,"AT2G33680"
"AT2G33690.1",14252199,14252588,"+","2","Late embryogenesis abundant protein, group 6",NA,"AT2G33690"
"AT2G33700.1",14253424,14255993,"+","2","Protein phosphatase 2C family protein","Encodes a putative protein phosphatase 2C that positively regulates salt tolerance in abscisic acid-dependent manner.","AT2G33700"
"AT2G33705.1",14256151,14256360,"+","2","F-box family protein",NA,"AT2G33705"
"AT2G33710.2",14258809,14260739,"-","2","Integrase-type DNA-binding superfamily protein","encodes a member of the ERF (ethylene response factor) subfamily B-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.","AT2G33710"
"AT2G33720.1",14263732,14265202,"+","2","AP2/B3-like transcriptional factor family protein",NA,"AT2G33720"
"AT2G33730.1",14265450,14267972,"-","2","P-loop containing nucleoside triphosphate hydrolases superfamily protein",NA,"AT2G33730"
"AT2G33735.1",14268269,14269441,"-","2","Chaperone DnaJ-domain superfamily protein",NA,"AT2G33735"
"AT2G33740.2",14269581,14271723,"+","2","Nitrogen regulatory PII-like, alpha/beta","encodes a copper binding protein that forms tetramers in vitro. Gene is expressed in all tissues examined and protein is localized to the chloroplast.","AT2G33740"
"AT2G33750.1",14271794,14273265,"-","2","purine permease 2","Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane.","AT2G33750"
"AT2G33760.1",14275800,14277551,"+","2","Pentatricopeptide repeat (PPR) superfamily protein",NA,"AT2G33760"
"AT2G33770.1",14277558,14283040,"-","2","phosphate 2","Encodes a ubiquitin-conjugating E2 enzyme. UBC24 mRNA accumulation is suppressed by miR399f, miR399b and miR399c. Involved in phosphate starvation response.","AT2G33770"
"AT2G33775.1",14288425,14289225,"+","2","ralf-like 19","Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.","AT2G33775"
"AT2G33780.1",14291024,14291806,"-","2","VQ motif-containing protein",NA,"AT2G33780"
"AT2G33790.1",14293561,14295271,"-","2","arabinogalactan protein 30","pollen Ole e 1 allergen protein containing 14.6% proline residues, similar to arabinogalactan protein (Daucus carota) GI:11322245, SP:Q03211 Pistil-specific extensin-like protein precursor (PELP) {Nicotiana tabacum}; contains Pfam profile PF01190: Pollen proteins Ole e I family","AT2G33790"
"AT2G33793.1",14296994,14300506,"+","2",NA,NA,"AT2G33793"
"AT2G33796.1",14299709,14300252,"-","2","FBD-like domain family protein",NA,"AT2G33796"
"AT2G33800.1",14300772,14302430,"-","2","Ribosomal protein S5 family protein",NA,"AT2G33800"
"AT2G33810.1",14305001,14306072,"+","2","squamosa promoter binding protein-like 3","Encodes a member of the SPL (squamosa-promoter binding protein-like)gene family, a novel gene family encoding DNA binding proteins and putative transcription factors.  Contains the SBP-box, which encodes the SBP-domain, required and sufficient for interaction with DNA. It binds DNA, may directly regulate AP1, and is involved in regulation of flowering and vegetative phase change.  Its temporal expression is regulated by the microRNA miR156.  The target site for the microRNA is in the 3'UTR.","AT2G33810"
"AT2G33820.1",14306293,14308293,"-","2","Mitochondrial substrate carrier family protein","encodes a mitochondrial ornithine transporter which exports ornithine from the mitochondrion to the cytosol","AT2G33820"
"AT2G33830.2",14309484,14310351,"-","2","Dormancy/auxin associated family protein",NA,"AT2G33830"
"AT2G33835.1",14311787,14314700,"-","2","Zinc finger C-x8-C-x5-C-x3-H type family protein","Encodes a zinc finger domain  containing protein that is expressed in the shoot/root apex and vasculature, and acts with FRI to repress flowering.FES1 mutants in a Col(FRI+) background will flower early under inductive conditions.","AT2G33835"
"AT2G33840.1",14314944,14317499,"+","2","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial",NA,"AT2G33840"
"AT2G33845.1",14317676,14319389,"+","2","Nucleic acid-binding, OB-fold-like protein",NA,"AT2G33845"
"AT2G33847.1",14318964,14320591,"-","2",NA,NA,"AT2G33847"
"AT2G33850.1",14321062,14322049,"-","2",NA,NA,"AT2G33850"
"AT2G33855.1",14324309,14325192,"-","2",NA,NA,"AT2G33855"
"AT2G33860.1",14325269,14328978,"-","2","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related","ettin (ett) mutations have pleiotropic effects on Arabidopsis flower development, causing increases in perianth organ number, decreases in stamen number and anther formation, and apical-basal patterning defects in the gynoecium. The ETTIN gene encodes a protein with homology to DNA binding proteins which bind to auxin response elements. ETT transcript is expressed throughout stage 1 floral meristems and subsequently resolves to a complex pattern within petal, stamen and carpel primordia.  ETT probably functions to impart regional identity in floral meristems that affects perianth organ number spacing, stamen formation, and regional differentiation in stamens and the gynoecium. During stage 5, ETT expression appears in a ring at the top  of the floral meristem before morphological appearance of the gynoecium, consistent with the proposal that ETT is involved in prepatterning apical and basal boundaries in the gynoecium primordium.  It is a target of the ta-siRNA tasiR-ARF.","AT2G33860"
"AT2G33870.1",14337366,14338251,"-","2","RAB GTPase homolog A1H",NA,"AT2G33870"
"AT2G33880.1",14341430,14343778,"-","2","homeobox-3","Encodes a protein with similarity to WUS type homeodomain protein. Required for meristem growth and development and acts through positive regulation of WUS. Loss of function phenotypes include embryo lethality, hyponastic cotyledons, reduced root development and smaller meristems. Phenotypes can be rescued by addition of sucrose in the growth media. Overexpression can partially rescue the triple mutant cytokinin receptor phenotype suggesting HB-3 is a downstream effector of cytokinin signaling.","AT2G33880"
"AT2G33980.1",14349764,14359840,"-","2","nudix hydrolase homolog 22",NA,"AT2G33980"
"AT2G33990.1",14360276,14362241,"-","2","IQ-domain 9",NA,"AT2G33990"
"AT2G34000.1",14365177,14365632,"+","2","RING/U-box superfamily protein",NA,"AT2G34000"
"AT2G34010.1",14368856,14370438,"+","2",NA,NA,"AT2G34010"
"AT2G34020.1",14371185,14373855,"-","2","Calcium-binding EF-hand family protein",NA,"AT2G34020"
"AT2G34030.1",14375086,14377364,"-","2","Calcium-binding EF-hand family protein",NA,"AT2G34030"
"AT2G34040.1",14377734,14382494,"-","2","Apoptosis inhibitory protein 5 (API5)",NA,"AT2G34040"
"AT2G34050.1",14382683,14384279,"-","2",NA,NA,"AT2G34050"
"AT2G34060.1",14384896,14386669,"+","2","Peroxidase superfamily protein",NA,"AT2G34060"
"AT2G34070.1",14387421,14390230,"-","2","TRICHOME BIREFRINGENCE-LIKE 37","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).","AT2G34070"
"AT2G34080.1",14393181,14394858,"-","2","Cysteine proteinases superfamily protein",NA,"AT2G34080"
"AT2G34090.2",14396178,14399265,"-","2","maternal effect embryo arrest 18",NA,"AT2G34090"
"AT2G34100.1",14399534,14401921,"-","2",NA,NA,"AT2G34100"
"AT2G34110.1",14392551,14403317,"+","2",NA,NA,"AT2G34110"
"AT2G34120.1",14405339,14405551,"+","2","Cytochrome C oxidase polypeptide VIB family protein",NA,"AT2G34120"
"AT2G34123.1",14406240,14406742,"+","2","Cysteine-rich protein","Encodes a defensin-like (DEFL) family protein.","AT2G34123"
"AT2G34140.1",14413758,14414765,"-","2","Dof-type zinc finger DNA-binding family protein",NA,"AT2G34140"
"AT2G34150.2",14419295,14423467,"-","2","SCAR family protein","Encodes a member of the SCAR family.These proteins are part of a complex (WAVE) complex.The SCAR subunit activates the ARP2/3 complex which in turn act as a nucleator for actin filaments.","AT2G34150"
"AT2G34160.1",14426203,14427383,"+","2","Alba DNA/RNA-binding protein",NA,"AT2G34160"
"AT2G34170.1",14428215,14430266,"+","2","Protein of unknown function (DUF688)",NA,"AT2G34170"
"AT2G34180.1",14430761,14432269,"-","2","CBL-interacting protein kinase 13","Encodes CBL-interacting protein kinase 13 (CIPK13).","AT2G34180"
"AT2G34185.2",14434339,14435809,"+","2",NA,NA,"AT2G34185"
"AT2G34186.1",14435854,14435949,"-","2",NA,NA,"AT2G34186"
"AT2G34190.1",14436809,14439516,"+","2","Xanthine/uracil permease family protein",NA,"AT2G34190"
"AT2G34200.1",14440648,14442005,"+","2","RING/FYVE/PHD zinc finger superfamily protein",NA,"AT2G34200"
"AT2G34210.1",14445938,14450522,"+","2","Transcription elongation factor Spt5",NA,"AT2G34210"
"AT2G34220.1",14450536,14453856,"+","2","Protein with domains of unknown function (DUF627 and DUF629)",NA,"AT2G34220"
"AT2G34224.1",14454088,14454258,"-","2",NA,NA,"AT2G34224"
"AT2G34230.1",14454639,14457173,"+","2","Protein with domains of unknown function (DUF627 and DUF629)",NA,"AT2G34230"
"AT2G34238.1",14458821,14458979,"+","2",NA,NA,"AT2G34238"
"AT2G34240.1",14459157,14461802,"+","2","Protein with domains of unknown function DUF627 and DUF632",NA,"AT2G34240"
"AT2G34250.1",14462059,14464862,"+","2","SecY protein transport family protein",NA,"AT2G34250"
"AT2G34260.1",14465849,14468531,"+","2","transducin family protein / WD-40 repeat family protein","Encodes a WDxR motif-containing protein that is required for gametogenesis, seed and endosperm development.","AT2G34260"
"AT2G34270.1",14468752,14469876,"-","2",NA,NA,"AT2G34270"
"AT2G34280.1",14470201,14471837,"-","2","F-box and associated interaction domains-containing protein",NA,"AT2G34280"
"AT2G34290.1",14472633,14473430,"-","2","Protein kinase superfamily protein",NA,"AT2G34290"
"AT2G34300.1",14473703,14477430,"-","2","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",NA,"AT2G34300"
"AT2G34310.1",14477745,14479962,"-","2",NA,NA,"AT2G34310"
"AT2G34315.1",14480219,14483056,"-","2","Avirulence induced gene (AIG1) family protein",NA,"AT2G34315"
"AT2G34320.1",14484959,14485837,"+","2","Polynucleotidyl transferase, ribonuclease H-like superfamily protein",NA,"AT2G34320"
"AT2G34330.1",14486539,14487401,"+","2",NA,NA,"AT2G34330"
"AT2G34340.1",14488786,14489602,"-","2","Protein of unknown function, DUF584",NA,"AT2G34340"
"AT2G34350.1",14493586,14495802,"+","2","Nodulin-like / Major Facilitator Superfamily protein",NA,"AT2G34350"
"AT2G34355.1",14496328,14498389,"+","2","Major facilitator superfamily protein",NA,"AT2G34355"
"AT2G34357.1",14498590,14505727,"+","2","ARM repeat superfamily protein",NA,"AT2G34357"
"AT2G34360.1",14507294,14510231,"+","2","MATE efflux family protein",NA,"AT2G34360"
"AT2G34370.1",14510482,14511891,"+","2","Pentatricopeptide repeat (PPR) superfamily protein",NA,"AT2G34370"
"AT2G34380.1",14512707,14514516,"+","2","Putative adipose-regulatory protein (Seipin)",NA,"AT2G34380"
"AT2G34390.1",14514487,14515915,"-","2","NOD26-like intrinsic protein 2;1","aquaporin NIP2.1","AT2G34390"
"AT2G34400.1",14516226,14518186,"+","2","Pentatricopeptide repeat (PPR-like) superfamily protein",NA,"AT2G34400"
"AT2G34410.1",14518406,14522139,"+","2","O-acetyltransferase family protein","Encodes a homolog of the protein Cas1p known to be involved in polysaccharide O-acetylation in Cryptococcus neoformans.  Has high similarity to RWA2 whose mutant displays reduced acetylation. The protein is expressed in the Golgi and is involved in the acetylation of xylan during secondary wall biosynthesis.","AT2G34410"
"AT2G34420.1",14522524,14523568,"-","2","photosystem II light harvesting complex gene B1B2","Photosystem II type I chlorophyll            a/b-binding protein","AT2G34420"
"AT2G34430.1",14524756,14525763,"+","2","light-harvesting chlorophyll-protein complex II subunit B1","Photosystem II type I chlorophyll            a/b-binding protein","AT2G34430"
"AT2G34440.1",14526950,14527689,"+","2","AGAMOUS-like 29",NA,"AT2G34440"
"AT2G34450.2",14527736,14529492,"-","2","HMG-box (high mobility group) DNA-binding family protein",NA,"AT2G34450"
"AT2G34460.1",14529608,14530958,"+","2","NAD(P)-binding Rossmann-fold superfamily protein",NA,"AT2G34460"
"AT2G34470.2",14530735,14532505,"-","2","urease accessory protein G","Encodes a urease accessory protein which is essential for the activation of plant urease.","AT2G34470"
"AT2G34480.1",14532708,14534239,"-","2","Ribosomal protein L18ae/LX family protein",NA,"AT2G34480"
"AT2G34490.1",14535645,14537432,"-","2","cytochrome P450, family 710, subfamily A, polypeptide 2","Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze the conversion of both 24-<i>epi</i>-campesterol and &beta;-sitosterol to brassicasterol and stigmasterol, respectively, in the presence of NADPH.","AT2G34490"
"AT2G34500.1",14539479,14541406,"-","2","cytochrome P450, family 710, subfamily A, polypeptide 1","Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze in the presence of NADPH the conversion of &beta;-sitosterol to stigmasterol, but not that of 24-<i>epi</i>-campesterol to brassicasterol (unlike CYP710A2).","AT2G34500"
"AT2G34510.1",14543997,14546879,"-","2","Protein of unknown function, DUF642",NA,"AT2G34510"
"AT2G34520.1",14547784,14548758,"-","2","mitochondrial ribosomal protein S14","nuclear-encoded mitochondrial ribosomal protein S14","AT2G34520"
"AT2G34530.1",14548962,14550245,"-","2",NA,NA,"AT2G34530"
"AT2G34540.2",14550658,14552229,"+","2",NA,NA,"AT2G34540"
"AT2G34555.1",14556988,14558697,"+","2","gibberellin 2-oxidase 3","Encodes a gibberellin 2-oxidase that acts on C19 gibberellins to deactivate them.","AT2G34555"
"AT2G34560.2",14560188,14562950,"+","2","P-loop containing nucleoside triphosphate hydrolases superfamily protein",NA,"AT2G34560"
"AT2G34570.1",14562892,14564782,"-","2","PIN domain-like family protein",NA,"AT2G34570"
"AT2G34580.1",14565660,14567673,"-","2",NA,NA,"AT2G34580"
"AT2G34585.1",14568047,14568637,"-","2",NA,NA,"AT2G34585"
"AT2G34590.1",14568811,14570969,"-","2","Transketolase family protein",NA,"AT2G34590"
"AT2G34600.1",14573080,14573856,"+","2","jasmonate-zim-domain protein 7",NA,"AT2G34600"
"AT2G34610.1",14575392,14576517,"+","2",NA,NA,"AT2G34610"
"AT2G34620.1",14577174,14578288,"+","2","Mitochondrial transcription termination factor family protein",NA,"AT2G34620"
"AT2G34630.2",14578540,14581727,"+","2","geranyl diphosphate synthase 1","Encodes a geranyl diphosphate synthase. RNAi lines are dwarf. T-DNA knock-out lines are embryo lethal.","AT2G34630"
"AT2G34640.1",14581886,14584699,"-","2","plastid transcriptionally active 12","Present in transcriptionally active plastid chromosomes. Involved in plastid gene expression.","AT2G34640"
"AT2G34650.1",14589760,14591788,"-","2","Protein kinase superfamily protein","Encodes a protein serine/threonine kinase that may act as a positive regulator of cellular auxin efflux, as a a binary switch for PIN polarity, and as a negative regulator of auxin signaling. Recessive mutants exhibit similar phenotypes as pin-formed mutants in flowers and inflorescence but distinct phenotypes in cotyledons and leaves. Expressed in the vascular tissue proximal to root and shoot meristems, shoot apex, and embryos. Expression is induced by auxin. Overexpression of the gene results in phenotypes in the root and shoot similar to those found in auxin-insensitive mutants. The protein physically interacts with TCH3 (TOUCH3) and PID-BINDING PROTEIN 1 (PBP1), a previously uncharacterized protein containing putative EF-hand calcium-binding motifs.  Acts together with ENP (ENHANCER OF PINOID) to instruct precursor cells to elaborate cotyledons in the transition stage embryo. Interacts with PDK1. PID autophosphorylation is required for the ability of PID to phosphorylate an exogenous substrate. PID activation loop is required for PDK1-dependent PID phosphorylation and requires the PIF domain. Negative regulator of root hair growth. PID kinase activity is critical for the inhibition of root hair growth and for maintaining  the proper subcellular localization of PID.","AT2G34650"
"AT2G34655.1",14596631,14597540,"+","2",NA,NA,"AT2G34655"
"AT2G34660.1",14602700,14612565,"+","2","multidrug resistance-associated protein 2","encodes a multidrug resistance-associated protein that is MgATP-energized glutathione S-conjugate pump.  An ABCC-type arsenite-phytochelatin transporter. The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.","AT2G34660"
"AT2G34670.2",14612581,14615795,"-","2","Protein of unknown function (DUF630 and DUF632)",NA,"AT2G34670"
"AT2G34680.1",14616622,14629129,"-","2","Outer arm dynein light chain 1 protein","isolated from differential screening of a cDNA library from auxin-treated root culture. sequence does not show homology to any known proteins and is predicted to be extracellular.","AT2G34680"
"AT2G34690.1",14630307,14632061,"+","2","Glycolipid transfer protein (GLTP) family protein","Gene product transports the glycolipid precursor sphingosine between membranes in vitro.  Mutant constitutively expresses defense-related genes that accompany the hypersensitive response normally triggered by avirulent pathogens.","AT2G34690"
"AT2G34700.1",14634134,14635627,"-","2","Pollen Ole e 1 allergen and extensin family protein",NA,"AT2G34700"
"AT2G34710.1",14639323,14644273,"-","2","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein","Dominant PHB mutations cause transformation of abaxial leaf fates into adaxial leaf fates. Encodes a member of HD-Zip family which contains homeodomain-leucine zipper domains and domain similar to a mammalian sterol binding domain. Has overlapping functions with PHAVOLUTA, REVOLUTA and CORONA.","AT2G34710"
"AT2G34720.1",14649767,14651627,"-","2","nuclear factor Y, subunit A4",NA,"AT2G34720"
"AT2G34730.1",14654357,14657621,"+","2","myosin heavy chain-related",NA,"AT2G34730"
"AT2G34740.1",14658684,14660305,"+","2","Protein phosphatase 2C family protein",NA,"AT2G34740"
"AT2G34750.1",14660299,14664268,"-","2","RNA polymerase I specific transcription initiation factor RRN3 protein",NA,"AT2G34750"
"AT2G34770.1",14665667,14668250,"+","2","fatty acid hydroxylase 1","encodes a fatty acid hydroxylase, required for the AtBI-1-mediated suppression of programmed cell death.","AT2G34770"
"AT2G34780.1",14668653,14673904,"+","2","maternal effect embryo arrest 22","Encodes a novel protein of unknown function that is essential for embryonic development. Severe loss of function alleles are embryo lethal. Analysis  of a partial loss of function allele indicates a role for EMB1611 in regulation of endoreduplication and maintenance of meristem cell fate. It appears to be required for maintaining the CLV-WUS regulatory pathway.","AT2G34780"
"AT2G34790.1",14673840,14677270,"-","2","FAD-binding Berberine family protein",NA,"AT2G34790"
"AT2G34800.1",14682363,14682515,"-","2",NA,NA,"AT2G34800"
"AT2G34810.1",14685256,14687062,"+","2","FAD-binding Berberine family protein",NA,"AT2G34810"
"AT2G34820.1",14689624,14690879,"+","2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA,"AT2G34820"
"AT2G34825.1",14691411,14691629,"+","2","RALF-like 20","Rapid alkalinization factor (RALF) family protein. Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide.","AT2G34825"
"AT2G34830.1",14693756,14696378,"-","2","WRKY DNA-binding protein 35","member of WRKY Transcription Factor; Group II-e","AT2G34830"
"AT2G34840.1",14702488,14704353,"+","2","Coatomer epsilon subunit",NA,"AT2G34840"
"AT2G34850.1",14704632,14706191,"-","2","NAD(P)-binding Rossmann-fold superfamily protein",NA,"AT2G34850"
"AT2G34860.1",14708360,14710197,"+","2","DnaJ/Hsp40 cysteine-rich domain superfamily protein",NA,"AT2G34860"
"AT2G34870.1",14710777,14711453,"+","2","hydroxyproline-rich glycoprotein family protein",NA,"AT2G34870"
"AT2G34880.1",14711880,14716634,"-","2","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","A maternally expressed imprinted gene.","AT2G34880"
"AT2G34890.1",14718195,14721271,"-","2","CTP synthase family protein",NA,"AT2G34890"
"AT2G34900.1",14723013,14725650,"-","2","Transcription factor GTE6","Encodes a member of the BET subgroup of bromodomain proteins, a novel class of putative transcription factors.  Its expression is induced during seed imbibition and downregulated during germination. Seeds of a loss-of-function mutant allele, imb1, show impaired cotyledon greening during germination in abscisic acid (ABA) and express higher levels of ABI5 protein than the wild type. Moreover, imb1 seeds are deficient in the phytochrome A (phyA)-mediated very-low-fluence response of germination.","AT2G34900"
"AT2G34910.1",14726800,14728128,"+","2",NA,NA,"AT2G34910"
"AT2G34920.1",14728027,14731156,"-","2","RING/U-box superfamily protein",NA,"AT2G34920"
"AT2G34925.1",14734270,14734536,"+","2","CLAVATA3/ESR-RELATED 42","Belongs to a large gene family, called CLE for CLAVATA3/ESR-related, encoding small peptides with conserved carboxyl termini. The protein is expressed in leaf axils and the shoot apical meristem and is involved in axillary bud formation.","AT2G34925"
"AT2G34930.1",14737066,14739904,"-","2","disease resistance family protein / LRR family protein",NA,"AT2G34930"
"AT2G34940.1",14740468,14743417,"+","2","VACUOLAR SORTING RECEPTOR 5",NA,"AT2G34940"
"AT2G34960.1",14744037,14745961,"-","2","cationic amino acid transporter 5","Encodes a member of the cationic amino acid transporter (CAT) subfamily of amino acid polyamine choline transporters. Mediates efficient uptake of Lys, Arg and Glu in a yeast system. Localized to the plasma membrane.","AT2G34960"
"AT2G34970.1",14746307,14748781,"+","2","Trimeric LpxA-like enzyme",NA,"AT2G34970"
"AT2G34980.1",14748967,14749878,"+","2","phosphatidylinositolglycan synthase family protein","Encodes a putative phosphatidylinositol-glycan synthase subunit C gene. It is involved in the first step of the glycosylphosphatidylinositol (GPI) biosynthetic pathway.","AT2G34980"
"AT2G34990.1",14750260,14751168,"-","2","RING/U-box superfamily protein",NA,"AT2G34990"
"AT2G35000.1",14751574,14753319,"-","2","RING/U-box superfamily protein","E3 ligase-like protein induced by chitin oligomers.","AT2G35000"
"AT2G35010.1",14754271,14756129,"+","2","thioredoxin O1",NA,"AT2G35010"
"AT2G35020.1",14756711,14760706,"+","2","N-acetylglucosamine-1-phosphate uridylyltransferase 2","Encodes a protein that functions as an N-acetylglucosamine-1-phosphate uridylyltransferase that catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc). This is an essential precursor for glycolipid and glycoprotein synthesis and is also used for regulatory protein modification in signaling pathways. The enzyme can also catalyze the reverse reaction using both UDP-GlcNAc and the less common UDP-N-acetylgalactosamine as substrates. This enzyme can also act on glucose-1-phosphate to produce UDP-glucose.","AT2G35020"
"AT2G35030.1",14760869,14763077,"-","2","Pentatricopeptide repeat (PPR) superfamily protein",NA,"AT2G35030"
"AT2G35035.1",14763382,14765045,"-","2","urease accessory protein D","Encodes a urease accessory protein which is essential for the activation of plant urease.","AT2G35035"
"AT2G35040.1",14765160,14768288,"-","2","AICARFT/IMPCHase bienzyme family protein",NA,"AT2G35040"
"AT2G35050.1",14768724,14775035,"+","2","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain",NA,"AT2G35050"
"AT2G35060.2",14775063,14778870,"-","2","K+ uptake permease 11","potassium transporter","AT2G35060"
"AT2G35070.1",14783291,14784710,"+","2",NA,NA,"AT2G35070"
"AT2G35075.1",14786682,14789023,"+","2",NA,NA,"AT2G35075"
"AT2G35080.2",14789245,14791448,"-","2","nucleotide binding;ATP binding;aminoacyl-tRNA ligases",NA,"AT2G35080"
"AT2G35090.1",14792171,14793032,"+","2","Protein of unknown function (DUF1640)",NA,"AT2G35090"
"AT2G35100.1",14793651,14795629,"-","2","Exostosin family protein","Putative glycosyltransferase, similar to other CAZy Family 47 proteins. The protein is predicted to be a type 2 membrane protein with a signal anchor and is predicted to be targeted to the secretory pathway and to have a single transmembrane helix near the N terminus; hence, the protein has the features expected for a type II membrane protein targeted to the Golgi vesicles. The gene was shown to be expressed in all tissues but particularly in vascular tissues of leaves and stems.","AT2G35100"
"AT2G35110.1",14795715,14803850,"-","2","transcription activators","Component of the WAVE protein complex which act as activators of ARP2/3 complex involved in actin nucleation. Required for trichome morphogenesis. Mutant displays distorted trichomes, a phenotype that can be phenocopied by treatment of WT plants with actin-interacting drugs. Its ER localization is independent of upstream SPK1 activation signaling and the physical association with the WAVE/SCAR Regulatory complex binding partner SRA1. ER-localized NAP1 has little colocalization with actin and represent the inactive pool of NAP1 in these cell types.","AT2G35110"
"AT2G35120.1",14805639,14807369,"-","2","Single hybrid motif superfamily protein",NA,"AT2G35120"
"AT2G35130.2",14807449,14810229,"-","2","Tetratricopeptide repeat (TPR)-like superfamily protein",NA,"AT2G35130"
"AT2G35140.1",14813421,14816808,"+","2","DCD (Development and Cell Death) domain protein",NA,"AT2G35140"
"AT2G35150.1",14817047,14818211,"-","2","EXORDIUM like 7","Encodes EXORDIUM LIKE 7.","AT2G35150"
"AT2G35155.1",14818994,14821965,"-","2","Trypsin family protein",NA,"AT2G35155"
"AT2G35160.1",14822824,14826162,"+","2","SU(VAR)3-9 homolog 5","Encodes SU(var)3-9 homologue 5 (SUVH5).  SUVH5 has histone methyltransferase (MTase) activity in vitro and contributes to the maintenance of H3 mK9 (methylation of histone H3 at Lys-9) and CMT3-mediated non-CG methylation in vivo. This is a member of a subfamily of SET proteins that shares a conserved SRA domain.","AT2G35160"
"AT2G35170.1",14827463,14829802,"+","2","Histone H3 K4-specific methyltransferase SET7/9 family protein",NA,"AT2G35170"
"AT2G35190.1",14830626,14833319,"+","2","novel plant snare 11","plant-specific SNARE located in cell plate of dividing cells. cofractionates with the cytokinesis-specific syntaxin, KNOLLE, which is required for the formation of the cell plate.","AT2G35190"
"AT2G35200.1",14833848,14834624,"+","2",NA,NA,"AT2G35200"
"AT2G35208.1",14835854,14836009,"+","2",NA,NA,"AT2G35208"
"AT2G35210.1",14836062,14838149,"+","2","root and pollen arfgap","A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.","AT2G35210"
"AT2G35215.1",14839091,14839799,"+","2",NA,NA,"AT2G35215"
