"chromosome"	"transcript_start"	"transcript_end"	"strand"	"name"	"short_description"
4	8064649	8072284	-	LOC_Os04g14410	"expressed protein"
4	8077757	8079362	+	LOC_Os04g14420	"expressed protein"
4	8085178	8090712	-	LOC_Os04g14450	"pentatricopeptide, putative, expressed"
4	8101217	8102104	-	LOC_Os04g14480	"expressed protein"
4	8117434	8126311	-	LOC_Os04g14510	"expressed protein"
4	8136123	8138420	-	LOC_Os04g14540	"expressed protein"
4	8166743	8171255	-	LOC_Os04g14570	"expressed protein"
4	8205233	8205514	-	LOC_Os04g14630	"hypothetical protein"
4	8216513	8233284	-	LOC_Os04g14654	"Sec1 family transport protein, putative, expressed"
4	8239237	8241868	-	LOC_Os04g14680	"OsAPx3 - Peroxisomal Ascorbate Peroxidase encoding gene 5,8, expressed"
4	8243687	8249942	-	LOC_Os04g14690	"flavin-containing monooxygenase family protein, putative, expressed"
4	8263069	8269025	-	LOC_Os04g14710	"flavin-containing monooxygenase family protein, putative, expressed"
4	8274727	8275182	-	LOC_Os04g14730	"expressed protein"
4	8275604	8276381	+	LOC_Os04g14740	"expressed protein"
4	8277379	8278745	-	LOC_Os04g14750	"expressed protein"
4	8280282	8285271	-	LOC_Os04g14760	"phosphoglycerate mutase, putative, expressed"
4	8307223	8314255	-	LOC_Os04g14790	"FAD dependent oxidoreductase domain containing protein, expressed"
4	8320563	8321450	-	LOC_Os04g14810	"3-5 exonuclease domain-containing protein, putative, expressed"
4	8322658	8322977	-	LOC_Os04g14820	"expressed protein"
4	8422493	8424629	+	LOC_Os04g14990	"BURP domain containing protein, expressed"
4	8426313	8427403	-	LOC_Os04g15000	"expressed protein"
4	8453827	8461847	+	LOC_Os04g15550	"expressed protein"
4	8462927	8464331	+	LOC_Os04g15560	"protein kinase, putative, expressed"
4	8472824	8476142	-	LOC_Os04g15580	"serine/threonine-protein kinase receptor precursor, putative, expressed"
4	8481506	8482631	-	LOC_Os04g15590	"expressed protein"
4	8484713	8485997	+	LOC_Os04g15600	"receptor kinase, putative, expressed"
4	8497252	8499957	+	LOC_Os04g15630	"xa21, putative, expressed"
4	8504260	8505480	+	LOC_Os04g15640	"expressed protein"
4	8507962	8511064	+	LOC_Os04g15650	"Leucine Rich Repeat family protein, expressed"
4	8515231	8518000	+	LOC_Os04g15660	"receptor kinase, putative, expressed"
4	8518633	8519259	+	LOC_Os04g15670	"expressed protein"
4	8519546	8519869	-	LOC_Os04g15680	"expressed protein"
4	8528512	8533183	+	LOC_Os04g15690	"DSBA-like thioredoxin domain containing protein, expressed"
4	8555454	8555965	-	LOC_Os04g15740	"DEFL50 - Defensin and Defensin-like DEFL family, expressed"
4	8570979	8573798	-	LOC_Os04g15780	"expressed protein"
4	8578977	8585779	+	LOC_Os04g15790	"eukaryotic aspartyl protease domain containing protein, expressed"
4	8586210	8588305	-	LOC_Os04g15800	"expressed protein"
4	8588650	8594339	+	LOC_Os04g15820	"expressed protein"
4	8599011	8600299	+	LOC_Os04g15840	"expansin precursor, putative, expressed"
4	8633168	8636566	-	LOC_Os04g15910	"hAT dimerisation domain-containing protein, putative, expressed"
4	8637041	8639345	-	LOC_Os04g15920	"dehydrogenase, putative, expressed"
4	8695821	8696348	-	LOC_Os04g16020	"expressed protein"
4	8705295	8706404	+	LOC_Os04g16050	"expressed protein"
4	8708512	8708742	+	LOC_Os04g16060	"expressed protein"
4	8710462	8712037	-	LOC_Os04g16070	"expressed protein"
4	8763654	8764106	+	LOC_Os04g16140	"expressed protein"
4	8778912	8780298	-	LOC_Os04g16160	"expressed protein"
4	8815043	8816227	+	LOC_Os04g16230	"expressed protein"
4	8948206	8950028	-	LOC_Os04g16450	"aquaporin protein, putative, expressed"
4	9072024	9072652	-	LOC_Os04g16670	"expressed protein"
4	9075139	9077888	-	LOC_Os04g16680	"fructose-1,6-bisphosphatase, putative, expressed"
4	9081331	9082198	+	LOC_Os04g16690	"expressed protein"
4	9090826	9091296	-	LOC_Os04g16712	"chloroplast 30S ribosomal protein S7, putative, expressed"
4	9094075	9098277	+	LOC_Os04g16722	"uncharacterized protein ycf68, putative, expressed"
4	9102551	9103402	+	LOC_Os04g16726	"expressed protein"
4	9103707	9103979	+	LOC_Os04g16728	"chloroplast 30S ribosomal protein S15, putative, expressed"
4	9104109	9105300	+	LOC_Os04g16732	"NADPH-dependent oxidoreductase, putative, expressed"
4	9107118	9108746	+	LOC_Os04g16734	"maturase K, putative, expressed"
4	9110741	9112719	-	LOC_Os04g16736	"photosystem I assembly protein ycf3, putative, expressed"
4	9113637	9114419	-	LOC_Os04g16738	"chloroplast 30S ribosomal protein S4, putative, expressed"
4	9123602	9125252	+	LOC_Os04g16740	"ATP synthase subunit alpha, putative, expressed"
4	9116367	9118611	-	LOC_Os04g16742	"NADPH-dependent oxidoreductase, putative, expressed"
4	9125701	9126012	-	LOC_Os04g16745	"chloroplast 30S ribosomal protein S14, putative, expressed"
4	9122132	9123511	+	LOC_Os04g16748	"ATP synthase B chain, putative, expressed"
4	9128391	9130643	-	LOC_Os04g16760	"photosystem I P700 chlorophyll a apoprotein A1, putative, expressed"
4	9131244	9133216	-	LOC_Os04g16762	"photosystem I assembly protein ycf3, putative"
4	9134187	9135280	-	LOC_Os04g16764	"chloroplast 30S ribosomal protein S4, putative, expressed"
4	9136121	9137288	+	LOC_Os04g16770	"photosynthetic reaction center protein, putative, expressed"
4	9137365	9137646	-	LOC_Os04g16772	"chloroplast 30S ribosomal protein S19, putative"
4	9153684	9153932	+	LOC_Os04g16775	"conserved hypothetical protein"
4	9151883	9152164	+	LOC_Os04g16782	"chloroplast 50S ribosomal protein L23, putative"
4	9144093	9144349	+	LOC_Os04g16792	"uncharacterized protein ycf76, putative"
4	9144409	9144625	+	LOC_Os04g16794	"hypothetical protein"
4	9146438	9147015	+	LOC_Os04g16798	"chloroplast 30S ribosomal protein S7, putative, expressed"
4	9150101	9150850	-	LOC_Os04g16804	"uncharacterized protein ycf73, putative, expressed"
4	9139411	9139692	-	LOC_Os04g16812	"chloroplast 50S ribosomal protein L23, putative"
4	9153148	9153561	-	LOC_Os04g16816	"uncharacterized protein ycf72, putative"
4	9153929	9154210	+	LOC_Os04g16818	"chloroplast 30S ribosomal protein S19, putative"
4	9186718	9190190	+	LOC_Os04g16820	"DNA-directed RNA polymerase subunit beta, putative, expressed"
4	9154281	9154730	+	LOC_Os04g16822	"chloroplast 50S ribosomal protein L22, putative, expressed"
4	9154785	9155504	+	LOC_Os04g16824	"chloroplast 30S ribosomal protein S3, putative, expressed"
4	9156712	9157117	+	LOC_Os04g16826	"chloroplast 50S ribosomal protein L16, putative, expressed"
4	9157268	9157639	+	LOC_Os04g16828	"chloroplast 50S ribosomal protein L14, putative, expressed"
4	9190922	9195969	+	LOC_Os04g16830	"DNA-directed RNA polymerase subunit beta, putative, expressed"
4	9157779	9158189	+	LOC_Os04g16832	"chloroplast 30S ribosomal protein S8, putative, expressed"
4	9158320	9158643	+	LOC_Os04g16834	"translation initiation factor IF-1, chloroplast, putative, expressed"
4	9159040	9159471	+	LOC_Os04g16838	"chloroplast 30S ribosomal protein S11, putative, expressed"
4	9159535	9160548	+	LOC_Os04g16842	"DNA-directed RNA polymerase subunit alpha, putative, expressed"
4	9160768	9161245	-	LOC_Os04g16844	"cytochrome b6-f complex subunit 4, putative, expressed"
4	9162190	9162888	-	LOC_Os04g16846	"cytochrome b6, putative, expressed"
4	9163779	9164000	-	LOC_Os04g16848	"photosystem II reaction center protein H, putative"
4	9164684	9166928	-	LOC_Os04g16854	"NADPH-dependent oxidoreductase, putative, expressed"
4	9167228	9167698	-	LOC_Os04g16856	"chloroplast 30S ribosomal protein S7, putative, expressed"
4	9174386	9175114	+	LOC_Os04g16866	"photosystem II reaction center protein K precursor, putative, expressed"
4	9176355	9177434	+	LOC_Os04g16872	"photosystem II D2 protein, putative, expressed"
4	9177364	9178959	+	LOC_Os04g16874	"photosystem II 44 kDa reaction center protein, putative, expressed"
4	9179398	9179586	+	LOC_Os04g16876	"photosystem II reaction center protein Z, putative, expressed"
4	9181534	9181803	-	LOC_Os04g16878	"uncharacterized protein ycf70, putative"
4	9182028	9182240	-	LOC_Os04g16882	"conserved hypothetical protein"
4	9199104	9199574	-	LOC_Os04g16886	"chloroplast 30S ribosomal protein S7, putative, expressed"
4	9096123	9096524	+	LOC_Os04g16896	"uncharacterized protein ycf68, putative"
4	9291213	9291999	-	LOC_Os04g16970	"zinc finger, C3HC4 type domain containing protein, expressed"
4	9293927	9295773	-	LOC_Os04g16980	"expressed protein"
4	9305199	9305672	-	LOC_Os04g17000	"hypothetical protein"
4	9336773	9345286	+	LOC_Os04g17050	"glutaredoxin family protein, expressed"
4	9352230	9359385	+	LOC_Os04g17064	"expressed protein"
4	9367935	9369158	-	LOC_Os04g17100	"heavy metal-associated domain containing protein, expressed"
4	9377119	9380202	-	LOC_Os04g17120	"formin-like protein 20, putative, expressed"
4	9405446	9405949	+	LOC_Os04g17150	"hypothetical protein"
4	9416804	9420595	+	LOC_Os04g17160	"expressed protein"
4	9432774	9433392	-	LOC_Os04g17200	"GRF zinc finger family protein"
4	9439498	9439758	+	LOC_Os04g17220	"expressed protein"
4	9444010	9444387	+	LOC_Os04g17230	"expressed protein"
4	9486211	9486420	-	LOC_Os04g17310	"expressed protein"
4	9562444	9564711	-	LOC_Os04g17479	"expressed protein"
4	9567947	9568448	-	LOC_Os04g17490	"expressed protein"
4	9594693	9596054	-	LOC_Os04g17550	"hypothetical protein"
4	9612774	9613157	+	LOC_Os04g17590	"hypothetical protein"
4	9661934	9667057	-	LOC_Os04g17650	"sucrose synthase, putative, expressed"
4	9671229	9674147	-	LOC_Os04g17660	"rhodanese-like domain containing protein, putative, expressed"
4	9684572	9685135	+	LOC_Os04g17669	"expressed protein"
4	9686999	9689230	+	LOC_Os04g17680	"expressed protein"
4	9695100	9703565	+	LOC_Os04g17700	"kinesin heavy chain isolog, putative, expressed"
4	9888777	9916256	-	LOC_Os04g18010	"cleavage and polyadenylation specificity factor subunit 1, putative, expressed"
4	9939540	9956327	-	LOC_Os04g18030	"Sec1 family transport protein, putative, expressed"
4	9971043	9971522	+	LOC_Os04g18050	"hypothetical protein"
4	9972317	9972751	-	LOC_Os04g18060	"expressed protein"
4	9993501	9994514	+	LOC_Os04g18090	"histone H1, putative, expressed"
4	10002332	10002649	+	LOC_Os04g18100	"expressed protein"
4	10024127	10024399	-	LOC_Os04g18130	"hypothetical protein"
4	10061764	10065209	+	LOC_Os04g18200	"dihydrodipicolinate synthase, chloroplast precursor, putative, expressed"
4	10144587	10150653	+	LOC_Os04g18380	"cytochrome P450, putative, expressed"
4	10179570	10179866	-	LOC_Os04g18430	"expressed protein"
4	10240204	10240527	-	LOC_Os04g18530	"expressed protein"
4	10243806	10244255	-	LOC_Os04g18540	"hAT dimerisation domain containing protein, putative, expressed"
4	10247067	10248304	+	LOC_Os04g18550	"expressed protein"
4	10267932	10268375	+	LOC_Os04g18590	"expressed protein"
4	10317017	10317403	-	LOC_Os04g18650	"AP2 domain containing protein, expressed"
4	10452265	10453725	-	LOC_Os04g18790	"OsFBX126 - F-box domain containing protein, expressed"
4	10453998	10454507	+	LOC_Os04g18800	"expressed protein"
4	10458951	10460024	-	LOC_Os04g18810	"expressed protein"
4	10474689	10475396	+	LOC_Os04g18830	"MATH domain containing protein, expressed"
4	10532761	10533251	+	LOC_Os04g18950	"expressed protein"
4	10624933	10627883	+	LOC_Os04g19140	"expressed protein"
4	10634299	10634580	+	LOC_Os04g19150	"hypothetical protein"
4	10644754	10645623	+	LOC_Os04g19160	"hypothetical protein"
4	10680436	10680687	+	LOC_Os04g19230	"hypothetical protein"
4	10745446	10747254	+	LOC_Os04g19310	"expressed protein"
4	10939336	10940255	+	LOC_Os04g19630	"expressed protein"
4	10945262	10947691	+	LOC_Os04g19640	"expressed protein"
4	10984408	10995862	-	LOC_Os04g19684	"methyl-CpG binding domain containing protein, expressed"
4	10996901	10997209	-	LOC_Os04g19700	"zinc finger family protein, putative, expressed"
4	11026653	11032683	+	LOC_Os04g19740	"transketolase, chloroplast precursor, putative, expressed"
4	11033187	11034867	-	LOC_Os04g19750	"OsFBL11 - F-box domain and LRR containing protein, expressed"
4	11054344	11054893	-	LOC_Os04g19790	"expressed protein"
4	11060351	11062063	-	LOC_Os04g19800	"F-box domain containing protein, expressed"
4	11062499	11064084	+	LOC_Os04g19810	"OsFBL12 - F-box domain and LRR containing protein, expressed"
4	11068847	11069848	-	LOC_Os04g19830	"expressed protein"
4	11081481	11085362	+	LOC_Os04g19870	"expressed protein"
4	11105636	11107272	+	LOC_Os04g19920	"OsFBL13 - F-box domain and LRR containing protein, expressed"
4	11180312	11181920	+	LOC_Os04g20070	"tropinone reductase 2, putative, expressed"
4	11236464	11244053	+	LOC_Os04g20164	"amine oxidase precursor, putative, expressed"
4	11247240	11254759	+	LOC_Os04g20180	"expressed protein"
4	11258169	11261439	+	LOC_Os04g20200	"expressed protein"
4	11263895	11271570	-	LOC_Os04g20210	"expressed protein"
4	11272494	11286378	+	LOC_Os04g20220	"elongation factor Tu, putative, expressed"
4	11289843	11294189	-	LOC_Os04g20230	"neighbor of COX4, putative, expressed"
4	11309405	11311036	-	LOC_Os04g20260	"UDP-glucoronosyl and UDP-glucosyl transferase, putative, expressed"
4	11316226	11328631	-	LOC_Os04g20270	"transcriptional regulator Sir2 family protein, putative, expressed"
4	11335426	11338820	+	LOC_Os04g20280	"expressed protein"
4	11375314	11377317	-	LOC_Os04g20330	"UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
4	11402655	11402941	+	LOC_Os04g20380	"expressed protein"
4	11408523	11410376	-	LOC_Os04g20400	"cytokinin-O-glucosyltransferase 1, putative, expressed"
4	11416350	11418877	+	LOC_Os04g20410	"expressed protein"
4	11421422	11423034	-	LOC_Os04g20420	"DNA binding protein, putative, expressed"
4	11425600	11430576	-	LOC_Os04g20424	"neural Wiskott-Aldrich syndrome protein, putative, expressed"
4	11432919	11433728	+	LOC_Os04g20430	"expressed protein"
4	11450567	11455777	+	LOC_Os04g20474	"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
4	11456553	11456858	-	LOC_Os04g20490	"expressed protein"
4	11459412	11460095	-	LOC_Os04g20500	"expressed protein"
4	11464422	11464842	+	LOC_Os04g20520	"expressed protein"
4	11472093	11473569	+	LOC_Os04g20540	"anthocyanidin 3-O-glucosyltransferase, putative, expressed"
4	11473951	11474503	-	LOC_Os04g20550	"expressed protein"
4	11477935	11483735	-	LOC_Os04g20560	"methyl-CpG binding domain containing protein, expressed"
4	11510705	11515835	-	LOC_Os04g20590	"YL1 nuclear protein C-terminal domain containing protein, expressed"
4	11523518	11524270	+	LOC_Os04g20600	"hypothetical protein"
4	11534201	11536467	-	LOC_Os04g20610	"zinc knuckle domain containing protein, expressed"
4	11544844	11547992	-	LOC_Os04g20630	"nucleic acid binding protein, putative"
4	11569339	11574645	-	LOC_Os04g20680	"wall-associated receptor kinase 3 precursor, putative, expressed"
4	11591270	11591859	-	LOC_Os04g20690	"expressed protein"
4	11638375	11642936	+	LOC_Os04g20749	"expressed protein"
4	11650394	11660149	+	LOC_Os04g20774	"pumilio-family RNA binding repeat containing protein, expressed"
4	11673396	11674992	+	LOC_Os04g20800	"pumilio domain-containing protein, putative, expressed"
4	11680971	11685148	-	LOC_Os04g20810	"receptor protein kinase, putative, expressed"
4	11720537	11721807	+	LOC_Os04g20880	"wax synthase isoform 1, putative, expressed"
4	11741503	11742045	+	LOC_Os04g20910	"expressed protein"
4	11743893	11747126	+	LOC_Os04g20920	"H-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed"
4	11747201	11747620	-	LOC_Os04g20930	"expressed protein"
4	11764702	11797980	+	LOC_Os04g20960	"expressed protein"
4	11801164	11814990	-	LOC_Os04g20990	"tRNA-dihydrouridine synthase, putative, expressed"
4	11821343	11822522	+	LOC_Os04g21020	"expressed protein"
4	11831884	11832210	-	LOC_Os04g21050	"expressed protein"
4	11869125	11887514	+	LOC_Os04g21110	"phosphoribulokinase/Uridine kinase family protein, expressed"
4	11887804	11888852	-	LOC_Os04g21120	"expressed protein"
4	11894682	11898544	+	LOC_Os04g21130	"F-box protein PP2-B1, putative, expressed"
4	11911069	11918055	-	LOC_Os04g21160	"triacylglycerol lipase 1 precursor, putative, expressed"
4	11918794	11919083	-	LOC_Os04g21170	"hypothetical protein"
4	12026918	12029573	+	LOC_Os04g21320	"membrane associated DUF588 domain containing protein, putative, expressed"
4	12040040	12043213	-	LOC_Os04g21330	"hypothetical protein"
4	12047020	12048695	+	LOC_Os04g21340	"expressed protein"
4	12062939	12063828	-	LOC_Os04g21350	"flowering promoting factor-like 1, putative, expressed"
4	12118902	12119714	-	LOC_Os04g21430	"expressed protein"
4	12139098	12140052	+	LOC_Os04g21460	"expressed protein"
4	12142893	12143369	+	LOC_Os04g21470	"PPR repeat domain containing protein, putative, expressed"
4	12149639	12150567	-	LOC_Os04g21490	"conserved hypothetical protein"
4	12197047	12197899	+	LOC_Os04g21570	"fasciclin-like arabinogalactan precursor protein, putative, expressed"
4	12211882	12213341	+	LOC_Os04g21590	"PB1 domain containing protein, expressed"
4	12213639	12217733	-	LOC_Os04g21600	"expressed protein"
4	12221137	12229111	-	LOC_Os04g21610	"expressed protein"
4	12233227	12233592	+	LOC_Os04g21620	"hypothetical protein"
4	12238259	12241440	+	LOC_Os04g21640	"hypothetical protein"
4	12242926	12251271	+	LOC_Os04g21650	"expressed protein"
4	12252480	12258695	-	LOC_Os04g21660	"AAA-type ATPase family protein, putative, expressed"
4	12275369	12276700	-	LOC_Os04g21705	"PB1 domain containing protein, expressed"
4	12279147	12281637	-	LOC_Os04g21710	"expressed protein"
4	12290181	12290657	+	LOC_Os04g21720	"N2, N2-dimethylguanosine tRNA methyltransferase, putative, expressed"
4	12297160	12298465	-	LOC_Os04g21730	"XH domain containing protein"
4	12300235	12302887	+	LOC_Os04g21740	"expressed protein"
4	12323056	12323515	+	LOC_Os04g21780	"expressed protein"
4	12343326	12348644	+	LOC_Os04g21790	"OsWAK34 - OsWAK receptor-like protein kinase, expressed"
4	12364431	12369648	+	LOC_Os04g21820	"OsWAK33 - OsWAK receptor-like  protein OsWAK-RLP, expressed"
4	12375699	12377387	-	LOC_Os04g21830	"hypothetical protein"
4	12379251	12379709	-	LOC_Os04g21840	"expressed protein"
4	12382031	12382327	-	LOC_Os04g21850	"expressed protein"
4	12392697	12394876	+	LOC_Os04g21880	"expressed protein"
4	12396117	12398915	+	LOC_Os04g21890	"disease resistance protein RPM1, putative, expressed"
4	12400459	12402899	-	LOC_Os04g21900	"expressed protein"
4	12406309	12407870	+	LOC_Os04g21910	"pentatricopeptide, putative, expressed"
4	12423749	12424123	+	LOC_Os04g21940	"expressed protein"
4	12425564	12427457	+	LOC_Os04g21950	"WRKY51, expressed"
4	12482037	12482300	-	LOC_Os04g22040	"hypothetical protein"
4	12495472	12497227	-	LOC_Os04g22070	"expressed protein"
4	12507446	12512922	-	LOC_Os04g22090	"NB-ARC domain containing protein, expressed"
4	12518479	12521107	-	LOC_Os04g22100	"BED zinc finger family protein, expressed"
4	12534144	12539647	-	LOC_Os04g22120	"protein kinase, putative, expressed"
4	12545918	12546169	-	LOC_Os04g22130	"conserved hypothetical protein"
4	12546394	12547307	-	LOC_Os04g22140	"expressed protein"
4	12549589	12550589	-	LOC_Os04g22150	"hypothetical protein"
4	12585366	12586916	+	LOC_Os04g22210	"SCP-like extracellular protein, expressed"
4	12588570	12589289	+	LOC_Os04g22220	"SCP-like extracellular protein, expressed"
4	12591530	12592096	+	LOC_Os04g22230	"SCP-like extracellular protein, expressed"
4	12593735	12594095	-	LOC_Os04g22235	"expressed protein"
4	12597819	12602415	+	LOC_Os04g22240	"zinc finger, C3HC4 type domain containing protein, expressed"
4	12608399	12608617	-	LOC_Os04g22260	"expressed protein"
4	12609523	12612282	+	LOC_Os04g22270	"expressed protein"
4	12613296	12613523	+	LOC_Os04g22280	"hypothetical protein"
4	12619985	12621407	+	LOC_Os04g22290	"expressed protein"
4	12630464	12632278	+	LOC_Os04g22300	"expressed protein"
4	12633823	12634468	-	LOC_Os04g22320	"hypothetical protein"
4	12635155	12635733	+	LOC_Os04g22330	"SCP-like extracellular protein, expressed"
4	12639646	12640194	+	LOC_Os04g22340	"SCP-like extracellular protein, expressed"
4	12642312	12643723	-	LOC_Os04g22350	"expressed protein"
4	12645820	12651741	+	LOC_Os04g22360	"DUF647 domain containing protein, putative, expressed"
4	12661960	12668376	+	LOC_Os04g22380	"short chain dehydrogenase/reductase protein, putative, expressed"
4	12669800	12673950	+	LOC_Os04g22390	"short chain dehydrogenase/reductase protein, putative, expressed"
4	12694494	12695189	-	LOC_Os04g22410	"expressed protein"
4	12707862	12708410	-	LOC_Os04g22440	"expressed protein"
4	12711203	12711568	+	LOC_Os04g22450	"expressed protein"
4	12718050	12726551	-	LOC_Os04g22470	"SHR5-receptor-like kinase, putative, expressed"
4	12750349	12750666	-	LOC_Os04g22510	"expressed protein"
4	12838395	12839208	+	LOC_Os04g22660	"tropinone reductase, putative, expressed"
4	12846636	12846836	-	LOC_Os04g22670	"hypothetical protein"
4	12869476	12869990	+	LOC_Os04g22700	"expressed protein"
4	12886459	12886958	-	LOC_Os04g22730	"tropinone reductase, putative, expressed"
4	12890876	12891182	-	LOC_Os04g22740	"conserved hypothetical protein"
4	12893383	12893583	+	LOC_Os04g22750	"hypothetical protein"
4	12897047	12897406	+	LOC_Os04g22760	"expressed protein"
4	12916464	12918958	+	LOC_Os04g22800	"expressed protein"
4	12925536	12925988	-	LOC_Os04g22820	"expressed protein"
4	12953499	12954725	+	LOC_Os04g22860	"protein phosphatase 1 regulatory subunit 11, putative, expressed"
4	12955765	12959917	-	LOC_Os04g22870	"rpp14 family protein, expressed"
4	12982455	12983185	+	LOC_Os04g22890	"hypothetical protein"
4	12989860	12996145	+	LOC_Os04g22900	""
4	12997678	12999822	-	LOC_Os04g22910	"expressed protein"
4	13018364	13018822	-	LOC_Os04g22940	"expressed protein"
4	13027300	13028385	-	LOC_Os04g22950	"expressed protein"
4	13060179	13060775	-	LOC_Os04g23000	"expressed protein"
4	13086288	13089005	-	LOC_Os04g23040	"expressed protein"
4	13124405	13124605	+	LOC_Os04g23090	"hypothetical protein"
4	13139853	13141424	+	LOC_Os04g23120	"hypothetical protein"
4	13142405	13142959	-	LOC_Os04g23130	"expressed protein"
4	13154099	13155515	+	LOC_Os04g23140	"expressed protein"
4	13174193	13174663	-	LOC_Os04g23170	"expressed protein"
4	13176740	13183064	-	LOC_Os04g23180	"cation efflux family protein, putative, expressed"
4	13192835	13195231	-	LOC_Os04g23200	"expressed protein"
4	13202165	13216097	+	LOC_Os04g23210	"expressed protein"
4	13220130	13225106	-	LOC_Os04g23220	"expressed protein"
4	13245542	13246424	+	LOC_Os04g23230	"expressed protein"
4	13311048	13311971	-	LOC_Os04g23319	"expressed protein"
4	13312591	13314802	+	LOC_Os04g23330	"expressed protein"
4	13388788	13389357	-	LOC_Os04g23420	"expressed protein"
4	13399728	13401220	-	LOC_Os04g23440	"helix-loop-helix DNA-binding domain containing protein, expressed"
4	13410975	13411845	+	LOC_Os04g23460	"expressed protein"
4	13433369	13437715	-	LOC_Os04g23500	"hypothetical protein"
4	13466420	13468869	-	LOC_Os04g23550	"basic helix-loop-helix family protein, putative, expressed"
4	13493211	13498065	-	LOC_Os04g23580	"xylosyltransferase, putative, expressed"
4	13510202	13511237	+	LOC_Os04g23590	"hypothetical protein"
4	13511701	13514548	-	LOC_Os04g23600	"D-mannose binding lectin family protein, expressed"
4	13519777	13520930	+	LOC_Os04g23610	"expressed protein"
4	13521361	13524415	-	LOC_Os04g23620	"D-mannose binding lectin family protein, expressed"
4	13525940	13531038	+	LOC_Os04g23630	"expressed protein"
4	13550612	13550970	-	LOC_Os04g23689	"expressed protein"
4	13552675	13555333	-	LOC_Os04g23700	"lectin protein kinase family protein, putative, expressed"
4	13566960	13569461	-	LOC_Os04g23720	"lectin protein kinase family protein, putative, expressed"
4	13586447	13589121	-	LOC_Os04g23760	"lectin protein kinase family protein, putative, expressed"
4	13607957	13610433	+	LOC_Os04g23820	"methionyl-tRNA synthetase, putative, expressed"
4	13611018	13616050	-	LOC_Os04g23830	"exonuclease, putative, expressed"
4	13618723	13625051	-	LOC_Os04g23849	"expressed protein"
4	13641585	13654855	-	LOC_Os04g23890	"AGC_PVPK_like_kin82y.10 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
4	13672710	13675884	+	LOC_Os04g23910	"OsMADS25 - MADS-box family gene with MIKCc type-box, expressed"
4	13689982	13691362	-	LOC_Os04g23940	"chalcone synthase, putative, expressed"
4	13725203	13726367	-	LOC_Os04g24020	"expressed protein"
4	13771321	13773274	+	LOC_Os04g24110	"anthocyanin 3-O-beta-glucosyltransferase, putative, expressed"
4	13778831	13780058	-	LOC_Os04g24120	"expressed protein"
4	13794142	13797447	-	LOC_Os04g24130	"expressed protein"
4	13802276	13803543	+	LOC_Os04g24140	"ribose-5-phosphate isomerase A, putative, expressed"
4	13815784	13817011	-	LOC_Os04g24160	"expressed protein"
4	13821589	13830213	-	LOC_Os04g24170	"RNA recognition motif containing protein, putative, expressed"
4	13834697	13841261	+	LOC_Os04g24180	"heat shock protein binding protein, putative, expressed"
4	13843790	13846394	+	LOC_Os04g24190	"growth-regulating factor 11, putative, expressed"
4	13846757	13848915	+	LOC_Os04g24200	"expressed protein"
4	13863222	13868260	+	LOC_Os04g24220	"OsWAK32 - OsWAK receptor-like protein kinase, expressed"
4	13895335	13895604	+	LOC_Os04g24250	"expressed protein"
4	13912958	13915062	+	LOC_Os04g24290	"wall-associated receptor kinase 3 precursor, putative, expressed"
4	13918554	13926029	-	LOC_Os04g24294	"OsWAK35d - OsWAK short gene, expressed"
4	13919900	13925115	+	LOC_Os04g24300	"OsWAK35a - OsWAK short gene, expressed"
4	13936564	13937522	-	LOC_Os04g24319	"jasmonate-induced protein, putative, expressed"
4	13937943	13939152	+	LOC_Os04g24328	"jasmonate-induced protein, putative, expressed"
4	13949076	13950277	-	LOC_Os04g24340	"phytase, putative, expressed"
4	13989149	13997590	-	LOC_Os04g24410	"kinesin heavy chain isolog, putative, expressed"
4	14000072	14006272	-	LOC_Os04g24414	"expressed protein"
4	14008245	14013440	+	LOC_Os04g24430	"sucrose synthase, putative, expressed"
4	14027986	14029187	+	LOC_Os04g24460	"phytase, putative, expressed"
4	14039128	14040014	-	LOC_Os04g24469	"jasmonate-induced protein, putative, expressed"
4	14040508	14041461	+	LOC_Os04g24478	"jasmonate-induced protein, putative, expressed"
4	14056400	14061288	+	LOC_Os04g24510	"OsWAK36 - OsWAK receptor-like protein kinase, expressed"
4	14067004	14067782	-	LOC_Os04g24520	"ribosomal protein L51, putative, expressed"
4	14072617	14074737	-	LOC_Os04g24530	"AMP-binding domain containing protein, expressed"
4	14078000	14078473	-	LOC_Os04g24540	"expressed protein"
4	14085386	14095095	+	LOC_Os04g24550	"ATP-binding region, ATPase-like domain containing protein, expressed"
4	14099253	14099522	-	LOC_Os04g24560	"hypothetical protein"
4	14129614	14132611	+	LOC_Os04g24600	"cysteine proteinase 1 precursor, putative, expressed"
4	14131645	14135790	-	LOC_Os04g24610	"expressed protein"
4	14164248	14164664	-	LOC_Os04g24670	"expressed protein"
4	14180680	14183154	+	LOC_Os04g24700	"expressed protein"
4	14185877	14187787	-	LOC_Os04g24710	"ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed"
4	14188811	14189173	-	LOC_Os04g24720	"expressed protein"
